A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
0.000574516,3.88101,0.163979,0.0407925,0.923265,1.04907,0.236678,0.0404558,1.19647,0.624367,0.00123515,0.535401
0.000572967,4.11406,0.430595,0.0698622,0.761218,0.836093,0.158902,0.0282754,1.12864,0.319517,0.00159812,0.281005
0.000380594,4.18294,0.503837,0.0858122,0.722061,0.608591,0.158298,0.0260892,1.03225,0.139158,0.00171491,0.0969134
0.0407438,4.17426,0.0191363,0.096864,0.716268,0.455191,0.157609,0.0322618,0.945448,0.617451,0.00471808,0.187959
0.0172224,4.05923,0.00287584,0.38425,0.68508,0.49668,0.15311,0.0984915,0.98492,1.15041,0.0266101,0.370706
0.0770908,3.79849,0.246196,0.10532,0.817518,0.292814,0.379586,0.29265,1.04379,1.51245,0.0239935,0.387405
0.0964645,3.12113,1.43284,0,0.909997,0.123734,0.647066,0.264393,1.17147,1.49998,0,0.580807
0.205012,1.99797,2.42036,0.00830142,1.0751,0.0448771,0.660773,0.0260596,1.45716,1.47309,0,0.781583
0.268592,1.25337,2.86633,0.0152618,1.25986,0.0319567,0.661756,0,0.93411,1.55871,0.0128976,1.15629
0.178364,0.917588,2.55555,0.0051204,2.54002,0.00688224,0.536256,0,0.694796,1.4129,0.289182,1.28609
0.000453249,0.747276,2.02294,0,3.42632,0.0332395,0.508205,0,0.48462,1.39389,0.43236,1.28769
0.000446786,0.459387,1.65134,0,3.60784,0,0.365437,0.0546548,0.454777,1.55013,0.371325,1.22346
0.00040694,0.371573,1.42652,0,3.66045,0.00627925,0.135147,0.0320515,0.674674,1.67224,0.186121,1.07638
0.217272,0.346052,1.24692,0,3.56816,0.0294278,0.00850764,0,0.951081,1.7716,0.134419,1.04679
0.503743,0.110385,1.02818,0.215431,3.50607,0.0370648,0.00673169,0.007458,0.995816,1.79584,0.161217,1.06224
0.466737,0.1096,1.21776,0.170316,3.45331,0.0615606,0.117425,0.00126101,0.99518,1.60929,0.118275,1.12662
0.408682,0.196706,1.17617,0.120091,3.36545,0.1502,0.250453,0.0219946,0.889707,1.73417,0.129238,1.15567
0.264754,0.25892,0.943371,0.000886402,3.32146,0.0986684,0.273274,0.290604,0.69603,1.92338,0.11454,1.01864
0.155944,0.0898343,0.973594,0.010849,3.16723,0,0.235195,0.309717,0.46329,2.09478,0.0315252,0.949218
0.0892729,0.169668,2.16845,0.432606,2.41838,0.0237367,0.265084,0.0758999,0.12936,2.52503,0,0.825135
0.131807,0.00208174,3.43,0.400984,1.54359,0.0339781,0.366284,0.284306,0.00195726,2.4269,0,0.638211
0.142862,0,3.90184,0.280873,0.909766,0.0348487,0.437113,0.363683,0.0395322,2.38518,0.00301777,0.515327
0.144993,0,4.03246,0.0562943,0.803684,0.0247667,0.535722,0.301812,0.159689,2.27042,0.00854448,0.301037
0.139048,0.0219587,4.05169,0.0353023,1.09958,0.00485701,0.552149,0.0982434,0.137056,2.12967,0.0413322,0.244157
0.209536,0.502176,3.52248,0.0517246,1.47928,0.00143252,0.265941,0.0222936,0.00742768,2.37363,0.0572265,0.547278
0.159777,1.16064,2.32383,0.0215274,2.12945,0.0481396,0.274177,0,0.559682,2.15358,0.0545698,1.13467
0.29483,1.70173,1.13892,0.0258419,2.61931,0.00713338,0.389939,0,0.814864,2.04076,0.0428026,1.00957
0.437292,1.80351,0.804967,0.0671759,2.76485,0.0209951,0.449362,0.0116849,0.659318,2.02967,0.110331,0.953649
0.37592,1.95054,0.541575,0.0556231,3.03918,0.0336687,0.236102,0.0217979,0.628051,1.92382,0.150901,0.900772
0.163182,2.15271,0.239704,0.158031,3.2491,0,0.0356475,0.0127633,0.757169,2.02593,0.067087,0.830682
0.000126416,2.12077,0.239441,0.254858,3.23212,0,0.0918428,0.030847,0.858048,2.02161,0,0.69952
6.58774e-05,2.01612,0.382222,0.349525,3.28424,0,0.111574,0.0211871,0.580433,1.99015,0.0207392,0.673866
6.28604e-05,1.63206,0.368074,0.151683,3.47999,0,0.308197,0.0458688,0.572023,1.94528,0.0432298,0.684683
2.22643e-05,1.38846,0.502592,0.003772,3.69089,0.0259548,0.176255,0.121549,0.549426,1.87341,0.10002,0.734575
0.0195094,0.859719,0.0984219,0.265606,3.78891,0.0314083,0.180581,0.133906,0.33696,1.68585,0.413406,1.51953
0.605301,0.77997,0,0.422507,3.41549,0.0572655,0.0423651,1.43324,0.0717638,0.0258247,0.177311,2.08276
1.25667,1.26738,0.000383585,0.3924,2.15094,0.420718,0.0349655,0.96291,0.571922,0.0289312,0.0566723,1.44161
1.12377,2.61714,0.107781,0.254576,1.44882,0.488776,0.0262995,0.46598,0.329013,0.0175396,0.0442372,0.744233
0.399445,2.89087,0.189629,0.101013,1.00541,0.490089,0.0185181,0.244218,0.111421,0.0175095,0.0569981,0.184802
0.000709239,2.5934,0.0125394,0.178484,0.762619,0.492483,0.0936566,0.0604492,0.0997406,0.082624,0.0572438,0.129947
0.000542841,1.81064,0.107839,0.204892,0.895801,0.717573,0.335788,0.0555132,0.0427979,0.154216,0.000809957,0.216255
0.000261066,1.25805,0.20051,0.0332052,1.60954,0.705234,0.449491,0.0399189,0,0.187462,0.00733585,0.283147
0.000137362,1.02202,0.198644,0.0189749,2.48329,0.686982,0.421406,0.0833707,0,0.414154,0.0859509,0.591581
0.00274873,0.549698,0.31927,0.02085,2.82493,0.84266,0.359827,0.0225563,0.462778,0.542369,0.144387,0.812143
0.0189505,0.20154,0.477628,0.0186565,2.83331,0.783568,0.39693,0.0100164,0.808396,0.68034,0.00581317,1.01005
0.134732,0.2754,0.548502,0.0295546,2.42312,0.496364,0.442927,0.00521045,0.910824,0.180945,0.361172,0.733375
0.279843,0.22081,0.461233,0.0463164,1.69392,0.320038,0.402189,0,0.738175,0.251143,0.404192,0.73343
0.352619,0.239528,0.4095,0,2.14353,0.216074,0.370579,0.071113,0.726068,0.42401,0.450929,0.798388
0.0118933,0.219631,0.351373,0.00908966,2.63675,0.198522,0.303896,0.0628726,0.664308,0.910483,0.214932,0.956204
0.0385558,0.431697,0.170941,0.0237375,2.7863,0.19846,0.187441,0,0.56107,1.40412,0.00895457,1.06602
0.0589695,1.37226,0.0708491,0.0834444,2.94923,0.473082,0.400179,0.0750173,0.367206,1.24226,0.0275627,1.28075
3.4397e-05,2.28731,0.0317808,0.428521,2.08457,0.528617,0.388464,0.181669,0.480776,1.04906,0.0448874,0.893914
1.24237e-05,3.01025,0.100859,0.249307,0.635106,0.2778,0.258985,0.165032,0.874553,0.890707,0.158273,0.646124
0,3.87457,0.00145161,0.0453353,0.63734,0.0382872,0.110017,0.13289,1.26055,0.9438,0.0188496,0.21895
0,4.15902,3.06999e-05,0.130366,0.848114,0.11852,0.0379006,0.32222,1.22889,0.914947,0.0127804,0.160009
0.0888665,4.22451,0.000460531,0.233104,0.695724,0.204152,0.0429359,0.450664,1.19519,1.11645,0.000754457,0.159062
0.0925532,4.18255,0.0635557,0.168286,0.867793,0.278218,0.0761689,0.554892,1.21634,1.22845,0,0.139795
0.0550814,3.96024,0.104349,0.0290166,1.3248,0.262211,0.178447,0.546137,1.24325,1.38096,0.00121638,0.191678
0.0302287,3.47102,0.00354016,0.019792,1.93335,0.325822,0.421223,0.348666,1.14272,1.64149,0.016682,0.444423
0.100545,3.1117,0.0105527,0,1.84108,0.490561,0.581555,0.000632864,0.924636,1.79241,0.0360204,0.818407
0.000850231,3.08253,0.0251649,0,1.36837,0.508769,0.508426,0.0698199,0.90856,1.7751,0.085046,0.994786
0.000783318,3.12874,0.0441523,0,1.10642,0.454879,0.386996,0.318856,0.83133,1.55072,0.149262,1.01921
0.000449352,3.08877,0.193778,0,1.34551,0.433873,0.263293,0.428391,0.90368,1.32005,0.157408,0.963023
0.108914,2.98217,0.206961,0,1.91331,0.383853,0.181607,0.317105,0.907724,1.16333,0.0872453,0.896796
0.0742395,2.6821,0.335154,0,2.67752,0.0986572,0.0666233,0.00353415,0.836005,1.42275,0.0696032,0.915379
0.000163653,2.14074,0.424194,0.192896,2.90107,0.0221933,0.0870126,0.145839,0.988205,1.77538,0.0507097,0.918542
0,1.27536,0.939579,0.253924,1.87005,0.24353,0.0187422,0.259511,1.06371,1.40967,0.0690695,0.98451
0.013133,2.14898,1.04113,0.084282,1.08641,0.514306,0.0232074,0,0.977844,1.05078,0.0632802,0.620791
0.0183466,2.90986,0.723864,0,0.95065,0.660499,0.0114601,0.0294218,0.973826,1.19699,0.0858079,0.385086
0.0245603,3.41744,0.223897,0.166389,0.546916,0.834394,0.0160708,0.0563995,1.00554,1.59302,0.101853,0.250906
0.0551494,3.88937,0.000432644,0.183006,0.588401,0.753482,0.0642706,0.0439348,1.01726,1.65234,0.0414333,0.151365
0.0348248,4.17875,0,0.0477972,1.13577,0.632748,0.0963296,0.00221127,1.15346,1.55052,7.10984e-05,0.0643231
0.0165885,3.72542,0.124865,0.0085354,1.91193,0.461739,0.189237,0,1.26306,1.45932,0.000109036,0.022893
6.10256e-05,3.07682,0.374881,0.0121114,2.69134,0.288303,0.291739,0.112078,1.1099,1.17347,0,0.0477059
0,2.09021,0.425321,0.00905804,3.36866,0.241632,0.10039,0.0270233,0.907165,1.22126,0,0.409343
0.0155201,1.14713,0.328464,0.0517018,3.3337,0.396748,0.0758714,0.0185129,1.38329,1.65973,0,0.692597
0.0549,0.865316,0.0925289,0.00549352,3.47439,0.441968,0.0473474,0.0411968,1.52311,1.51129,0,1.42814
0.0543099,1.03195,0.164116,0,3.31464,0.451737,0.0380015,0.0419225,1.27197,1.48773,1.61615e-05,2.13396
0.0325972,1.14552,0.177337,0.217876,3.13773,0.370374,0.0311386,0.0420257,1.08184,1.43828,0,2.47982
0,1.18342,0.120914,0.479415,2.847,0.283815,0.0818836,0.029668,0.686305,1.33996,0,2.96144
0.000449601,0.737526,0.097654,0.330318,2.84348,0.132248,0.290139,0.0264558,0.441705,1.1064,0,3.31517
0.000695233,0.625143,0.0703097,0,2.91144,0.0320238,0.774821,0.0862332,0.455103,0.898081,0.000527447,3.42033
0.000646724,0.591542,0.0962502,0,2.84305,0.0253464,1.0308,0.113863,0.330887,0.429537,0.0103481,3.46214
0.000694192,0.579722,0.315934,0,2.92392,0.0551926,1.12175,0,0.192522,0.119136,0.0207445,3.46865
0.000510368,0.331266,0.331587,0.0425994,2.97981,0.216998,1.00912,0.00313218,0.200875,0.107468,0.00222278,3.42455
0.000451608,0.125783,0.491745,0.288313,2.9051,0.326347,0.973557,0.0242417,0.199775,0.191883,0.00157834,3.44159
0.000289717,0.0485526,0.492203,0.836241,2.47262,0.309941,0.656855,0.0406573,0.213999,0.397461,0,3.45433
0.00320856,0.111386,0.503623,0.929523,2.20808,0.3692,0.433349,0.0495261,0.126575,0.506512,0,3.06222
0.00694073,0.10159,0.542812,0.924898,1.94641,0.364698,0.588572,0.0461965,0.0995579,0.565759,0,3.00996
0.000391897,0.0980198,0.189789,0.886501,1.93043,0.229753,0.802877,0.00613727,0.0647723,0.391149,0,3.35279
0.000466312,0.366484,0.0811344,0.851893,1.91686,0.025007,0.598654,0.00276496,0.0619541,0.442622,0,3.70221
0.000611921,0.272234,0.00262606,0.744603,2.02892,0.0271429,0.562404,0.0544393,0.099576,1.2266,0.0303399,3.44373
0.000637696,0.223959,0.172364,0.128191,2.83757,0.0166844,0.607462,0.015143,0.19438,1.71742,0.064944,2.52649
0.00061977,0.15495,0.199623,0.0530881,3.2045,0,0.266964,0.0034279,0.297534,2.11723,0.0492024,1.47763
0.000730874,0.146124,0.213536,0.0342373,3.33629,0,0.129985,0.00294545,0.319552,2.31192,0.0440655,1.0363
0.000779075,0.160691,0.45732,0.0331576,3.42296,0,0.0332149,0.00203968,0.394071,2.11593,0,1.08827
0.000837949,0.941073,0.0820812,0.0572824,3.46239,0,0.0556719,0.0041239,0.367561,1.93985,0.0633776,1.10279
0.0063477,1.38411,0,0.0349512,3.23662,0,0.0459285,0.0136667,0.244833,2.46696,0.0235507,0.820963
0.00948856,1.46414,0,0.0263806,3.04149,0,0.00965875,0.024117,0.126699,3.13782,0,0.630583
0.00369637,1.40975,0,0.0574084,2.98935,0,0,0.0257272,0.17739,3.38857,0,0.528648
0.000433479,1.13188,0.0548952,0.0115906,3.09853,0.0120875,0.0164238,0.0208745,0.415233,2.91532,0.00946605,0.472478
0.000234229,0.793773,0.103683,0,2.97522,0.0198152,0.0347941,0.252302,0.54524,2.54409,0.0170859,0.629199
0.000266918,0.372066,0.117419,0,3.02048,0.0130833,0.448521,0.112362,0.513495,2.29701,0.00885864,1.05239
0.000288341,0.23784,0.212522,0,3.32593,0.00559083,0.670021,0.0888234,0.419797,1.60665,0,1.9901
0.00030263,0.0732428,0.229272,0,3.9099,0.00555601,0.748933,0.0589526,0.325767,0.296584,0.033002,2.52706
0.000322007,0.240002,0.189351,0,3.77046,0.14269,0.930239,0.0528654,0.230282,0.409583,0.150133,2.73396
0.000348235,0.491533,0.0815607,0,3.32513,0.262226,1.95125,0.0510457,0.0235085,0.606496,0.133205,2.2277
0.021889,0.753214,0.690362,0,2.01734,0.352808,2.77539,0.237916,0.0847452,0.844357,0,1.15767
0.000134911,0.960079,1.59203,0.0940772,0.0979206,0.244673,2.56243,0.274714,0.0701569,0.787446,0,0.823866
0.00685836,0.797231,1.61945,0.176057,0.0446109,0.161595,2.44469,0.301049,0.0897745,0.643569,0,0.20238
0,0.583973,1.4705,0.138243,0.183218,0.173739,2.48618,0.293122,0.0598247,0.464596,0.138303,0.217995
0.0783104,0.588715,1.43051,0.0557965,0.66059,0,3.04133,0.1091,0.128429,0.269007,0.965551,0.138616
0.173782,0.710015,1.42232,0.271474,0.483323,0.00214609,3.50773,0.014535,0.17532,0.289544,1.17885,0.0476204
0.191169,0.643631,1.22513,0.225392,0.659062,0,3.82683,0.0142622,0.21845,0.325312,1.27382,0
0.29345,0.686605,1.21692,0.0232699,0.681507,0.0293145,4.00289,0.0125995,0.486502,0.0968806,1.25695,0
0.147783,0.816481,1.08339,0.00661702,0.49937,0.0298254,4.0134,0.192272,0.375819,0.0259134,1.31177,0.125429
0.0334463,0.827908,1.1012,0.00401001,0.516908,0.144764,3.89221,0.152252,0.251753,0.00380604,1.34302,0.473393
0.0289113,0.773978,1.17334,0.0111276,0.52293,0.209847,3.73353,0.0157605,0.370159,0.00254776,1.33111,0.518569
0.0335182,0.517147,1.39854,0.0138826,0.499984,0.269192,3.56193,0.118161,0.260814,0.260144,1.31291,0.186453
0.0155811,0.25716,1.81465,0.00201572,0.490237,0.254489,3.30596,0.476047,0.13147,1.60686,0.966253,0
4.45026e-05,0.00791338,2.03777,0.00708785,1.00056,0.105165,2.96199,0.257643,0.124586,2.88669,0.11573,0.19709
0.0331121,0.113982,1.98246,0.0136033,1.38385,0.0101671,2.42344,0.0774107,0.0971103,3.53888,0.124546,0.183422
0,0.318488,1.95106,0.0101616,1.55001,0.0286657,2.18521,0.125296,0.283678,3.5172,0.00721384,0.158697
0,0.385287,1.60186,0.00730948,1.68007,0.0281757,1.90223,0.410766,0.113609,3.62331,0,0.124805
0.000376048,0.481798,1.52239,0.0124256,1.7879,0.0131514,1.42763,0.373307,0.0147092,3.68388,0,0.0865566
0.000746576,0.471305,1.53204,0.0665785,1.84328,0.00588793,1.24646,0.189314,0.0118007,3.74892,0.00688289,0.0223352
0.000768417,0.544727,1.5659,0.235144,1.78188,0.00759828,1.22506,0.0558727,0.010078,3.75566,0.0193809,0.0424002
0.000817775,0.58208,1.3253,0.190871,1.64203,0.00548811,1.57331,0.0530158,0.00794972,3.82017,0.0771358,0.0400451
0.00068404,0.455647,0.913767,0.1217,1.55259,0,1.98556,0.0225468,0.01107,3.72142,0.212318,0.609937
0.00023338,0.330028,0.769881,0.0137385,1.32951,0.000190163,2.0892,0.254111,0.0167307,3.27741,0.141884,2.26283
8.72139e-05,0.223923,0.599253,0.0138989,0.93441,0.0197764,2.10309,0.458731,0.0113311,2.08203,0,3.48728
0.315863,0.265938,0.360986,0.0974102,0.440671,0.0105363,1.90672,0.406921,0.00830315,1.71753,0,4.01212
0.328928,0.177047,0.423791,0.25036,0.443254,0,1.46707,0.0515199,0.00620269,1.49769,0.054866,4.23278
0.189125,0.165367,0.390118,0.342999,0.403103,0,1.42372,0.0139605,0.00286151,1.59887,0.0777951,4.23831
0.0714585,0.10248,0.358109,0.360153,0.433837,0.0540119,1.61293,0.0119229,0.0023015,1.81883,0.100776,4.04981
0.0380391,0.0850892,0.369274,0.348291,0.522022,0.0030873,1.68396,0.0114951,0.000566683,1.74035,0.0176738,3.92211
0.0628979,0.00302773,0.234251,0.294128,0.47579,0.0107796,1.73845,0.0112851,0.00139261,1.71753,0,4.05656
0.20229,0,0.188405,0.29494,0.391863,0.0233386,1.71403,0.172914,0,1.72626,0,4.15101
0.302033,0,0.188824,0.258544,0.435458,0.0238877,1.86612,0.211381,0.00045585,2.03932,0,3.75628
0.353294,0,0.149895,0.141064,0.476885,0.0284366,2.05225,0.198664,0.0105817,2.59935,0.0129631,3.13561
0.553658,0.948052,0.147627,0.00259736,0.452108,0.0733377,2.26193,0.148426,0.0815858,2.84693,0.0377037,2.01209
0.380954,1.98606,0.216303,0.0597875,0.414788,0.117973,2.27333,0.0321072,0.555854,2.58822,0.0936923,0.899157
0.000221522,2.89975,0.104077,0.022014,0.488572,0.0327094,2.1944,0.248898,0.659351,2.68475,0.491764,0.298766
0.000195534,3.11077,0,0.0212288,0.562253,0.0811512,2.28883,0.38169,0.647611,2.8268,0.462078,0.312001
0.196299,2.68622,0,0,0.526455,0.0409565,2.66,0.129391,0.42475,3.04041,0.448179,0.366952
0.575024,1.39445,0.355224,0,0.470865,0.0446724,3.0034,0.077073,0,3.12013,0.338424,0.451934
0.447387,1.02025,1.2742,0,0.472821,0.0394233,3.09909,0.142106,0.0052142,2.82257,0.128596,0.405767
0.114042,1.06971,1.36544,0.177383,0.477343,0.000513466,2.96277,0.040093,0.0895325,2.90632,0.023806,1.05246
0.0642815,1.25633,1.29703,0.103199,0.455597,0,2.84698,0.0674278,0.203158,3.07831,0,1.15793
0,1.11431,1.53298,0.192639,0.480641,0.0011798,2.85711,0.304022,0.116973,2.99793,0,1.14209
0,0.894761,2.0739,0.135943,0.461192,0.000121527,2.8194,0.346244,0.11087,2.76968,0.0121036,1.14305
0,0.90551,2.31554,0.0201604,0.470785,0.00409835,2.64726,0.30615,0.127289,2.74899,0.0372541,1.18905
0,0.892117,2.22372,0.0125038,0.728032,0.0491478,2.43238,0.204656,0,2.85135,0.208041,1.02123
0,0.89085,2.13625,0.0103198,0.675843,0,2.04544,0.205252,0,2.96721,0.47063,1.24741
0.000429219,0.771997,2.0585,0,0.588137,0,2.09846,0.184127,0,2.98621,0.61022,1.38706
0.000489704,0.705294,1.99617,0,0.442008,0,2.18133,0.195157,0,3.02828,0.589528,1.3518
0.000478449,0.720903,2.01438,0,0.461554,0,2.19377,0.142512,0.067726,2.97087,0.551033,1.35303
6.07166e-05,0.715054,2.18695,0.00933061,0.589926,0,2.23339,0.0498693,0.165581,2.91393,0.329516,1.27295
0.258577,0.672498,2.18071,0.0117892,0.795762,0,2.19598,0.188834,0.0849782,2.96826,0,1.02815
0.168139,0.538125,2.18977,0.0013256,0.832838,0,2.27659,0.436721,0.0610078,3.04174,0.0142546,0.700535
0.236771,0.343717,2.39641,0,0.801208,0,2.30231,0.352867,0.0711423,3.06712,0.0655648,0.448039
0.233349,0.262055,2.51096,0.00390983,0.753273,0,2.30657,0.287574,0.0916058,3.04693,0.0558889,0.197703
0.17895,0.651502,2.43496,0.00796916,0.818204,0,2.2332,0.263685,0.00183284,3.14376,0.0769897,0.179554
0.0351047,0.708649,1.4107,0.784982,1.15183,0,1.18911,0.77085,0.0580111,3.16341,0.0796888,0.143647
0.0194031,0.881573,0.00311387,0.5363,2.14621,0.060635,0.153244,0.886067,0.226193,2.74574,0.0187365,0.528818
0.0308783,0.824217,0.00165105,0.205481,2.93519,0.112129,0,0.86794,0.488266,2.49506,0.0160925,0.62677
0.0113285,0.563222,0.115934,0.00210631,3.28482,0.063065,0.00103803,0.721964,0.624084,2.26453,0.107858,0.741903
0.0502519,0.216155,0.341443,0.0030714,3.59622,0.00740072,0.0586394,0.479913,0.68293,1.86526,0.155821,0.647689
0.0825404,0.0779645,0.452007,0.0130276,3.57782,0.00408138,0.236353,0.200352,0.491805,1.823,0.000181265,0.690142
0.108411,0.0569616,0.110847,0.0193451,3.64965,0,0.301902,0.0823632,0.615973,1.68715,0.000107617,0.843068
0.103373,0.127481,0.339725,0.00828989,3.60646,0,0.394295,0.158278,0.568541,1.44694,0,0.955423
0.29524,0.17799,0.698695,0,3.32301,0.0148864,0.692827,0.212476,0.469712,1.23512,0.165815,0.889405
0.287106,0.422768,1.35538,0.00126823,2.75233,0.0607551,1.05577,0.292826,0.293476,1.29868,0.254474,0.453731
0.197555,0.747859,2.17758,0.00302888,1.55575,0.578303,1.42798,0.268857,0.0803674,1.43281,0.0864812,0.361711
0.171449,0.526505,2.43017,0.0185973,0.885149,0.601432,1.87314,0.119376,0.250012,1.46817,0.0832339,0.50881
0.2665,0.466008,2.39995,0.0293124,0.802418,0.600953,1.8617,0.135816,0.148451,1.71324,0,0.550935
0.325455,0.511371,2.22521,0.0278544,0.964874,0.400222,1.75206,0.3304,0,2.11579,0,0.442007
0.132622,0.526356,2.2139,0.0220548,1.16885,0.179413,1.90663,0.397029,0.00364949,2.14475,0,0.279718
0,0.466718,2.21546,0.0127291,1.29738,0.17339,2.08908,0.382278,0.0464582,2.03117,0,0.497211
0.0152975,0.669193,1.66394,0.00601676,1.52132,0.415808,2.13421,0.322204,0.211244,2.31255,0,0.462719
0.0524173,2.63241,0.111704,0.0298007,0.604538,1.03436,1.66701,0.0766987,0.129648,2.50969,0.0108786,0.286764
0.0510366,2.92212,0.0580087,0.11806,0.226743,1.09784,1.07304,0.0380111,0.132823,2.13611,0.0188387,0.276406
0.079249,2.58359,0.389546,0.145059,0.355363,0.72682,0.710465,0.0215876,0.138741,1.79676,0.0493472,0.189582
0.000221721,2.80729,0.516526,0.153615,0.230651,0.361391,0.340709,0.01397,0.282426,1.54173,0.067907,0.0309935
0.000518294,3.47386,0.474725,0.14948,0.17976,0.303961,0.409393,0.141788,0.374014,1.50089,0.0680495,0.0614398
0.000608654,3.97122,0.433933,0.135582,0.0732689,0.327583,0.14482,0.209702,0.430824,1.68443,0.152571,0.0503979
0.000611819,4.05836,0.449966,0.0763405,0.0837806,0.414705,0.0675348,0.204444,0.420131,1.83012,0.117357,0.0370294
0.000549509,3.83864,0.657721,0.00938446,0.200775,0.846567,0.153637,0.202243,0.295249,2.01766,0.0737334,0.0301638
0.179349,3.34549,0.409106,0,0.180203,1.16446,0.367433,0.337777,0.411121,2.76592,0.112625,0.000120265
0.251328,2.50445,0.255723,0.0671455,1.13579,0.942766,0.32129,0.25082,0.349272,3.36599,0.243535,0
0.220923,1.93103,0.225151,0.141901,2.24238,0.305256,0.461767,0.230613,0.202671,3.48716,0.267975,0.012101
0.192235,1.75225,0.395071,0.110839,2.55489,0.189475,0.565133,0.0853424,0,3.48827,0.205966,0.0692514
0.0262334,2.03734,0.273585,0.000905126,2.62233,0.243537,0.506358,0.116982,0,3.48876,0.171767,0.145666
0.00063986,2.42834,0.16018,0.125256,2.08038,0.348372,0.226609,0.0117739,0,3.8707,0.0724206,0.167929
0.000628559,2.11846,0.140509,0.233544,1.65181,0.470946,0.123519,0.0110608,0,3.88874,0.0750775,0.936962
0.0989463,1.31651,0.558477,0.432229,1.4491,0.509335,0.345574,0.00752622,0.0452637,3.40205,0.0643536,1.68979
0.0694411,0.676238,0.820156,0.473772,1.65539,0.385833,0.496141,0.00333277,0.109923,3.0721,0.0410956,2.31428
0.00010635,0.559912,0.928,0.442246,1.84573,0.237582,0.620117,0.0048175,0.158143,2.73185,0,2.66748
0.000312607,0.603992,0.871351,0.382674,1.90055,0.102601,0.664166,0.00850711,0.126326,2.3684,0,2.82498
0.000368719,0.68376,0.474174,0.651521,2.04481,0.0356988,0.741486,0.0196207,0.0110844,2.40911,0,2.55438
0.168907,0.83296,0.000495678,0.674963,1.94204,0.0182664,0.637198,0.0894683,0,2.96452,0,2.05244
0.347802,1.37686,0.00503912,0.479778,1.98064,0.0128539,0.381602,0.0868447,0,3.25953,0,1.71891
0.260387,2.24939,0.0218812,0.171799,2.04999,0.0914762,0.303339,0.0737038,0,3.38828,0,1.29551
0.000168757,2.71977,0.220305,0.00916733,2.11016,0.0381791,0.314776,0.0106241,0.0307616,3.45862,0,0.371826
0.000211873,2.55303,0.123244,0.0117027,2.11579,0.130841,0.355044,0.0142654,0.00853055,3.61765,0,0.438831
4.34391e-05,2.35499,0.0300026,0.0112261,2.28987,0.250208,0.274204,0.013856,0,3.60449,0,0.375683
0,2.09096,0.0437709,0.0419312,2.63032,0.266879,0.307212,0.0121943,0.00968725,3.64689,0,0.337998
0,1.79233,0.0484908,0.0159831,2.86921,0.167459,0.327547,0.0109735,0.0176138,3.73629,0,0.246206
0.00821834,1.70572,0.0450973,0.0148111,3.12553,0.034699,0.18322,0.0378694,0.012023,3.69397,0,0.28651
0.215845,1.22219,0.0296458,0.209111,3.10505,0,0.285065,0.0595334,0.0187458,3.63868,0,0.572733
0.197755,0.90406,0.0136763,0.370626,3.04419,0,0.25083,0.328558,0,3.56165,0,1.02832
0.15476,1.32714,0.00725903,0.290431,3.07148,0.0633392,0.0863574,0.242026,0.0249742,3.52569,0.00612019,1.05904
0.127467,1.28136,0.12756,0.119196,2.92339,0.182179,0.251437,0.0448127,0.0403906,3.69532,0,0.96981
0.000195804,1.04613,0.332542,0,2.89244,0.0185871,0.354147,0.0135599,0.0491933,3.8593,0.0585163,0.701303
